4294967295,4294967295,3435973836,3435973836,,,,,,,0,,,,,

2147483647,2147483647,2147483647,2147483647,,,,,,,0,,,,,

4294967295,4294967295,3435973836,3435973836,,,,,,,0,,,,,

0,0,0,0,,,,,,,0,,,,,

2147483647,2147483647,2147483647,2147483647,,,,,,,0,,,,,

0,0,0,0,,,,,,,0,,,,,

2147483647,2147483647,2147483647,2147483647,,,,,,,0,,,,,

0,0,0,0,,,,,,,0,,,,,

2147483647,2147483647,2147483647,2147483647,,,,,,,0,,,,,

0,0,0,0,,,,,,,0,,,,,

0,0,0,0,,,,,,,0,,,,,

0,0,0,0,,,,,,,0,,,,,

4294967295,4294967295,3435973836,3435973836,,,,,,,0,,,,,

2147483647,2147483647,2147483647,2147483647,,,,,,,0,,,,,

0,0,0,0,,,,,,,0,,,,,

0,0,0,0,,,,,,,0,,,,,

0,0,0,0,,,,,,,0,,,,,

2147483647,2147483647,2147483647,2147483647,,,,,,,0,,,,,

0,0,0,0,,,,,,,0,,,,,

0,0,0,0,,,,,,,0,,,,,

0,0,0,0,,,,,,,0,,,,,

2147483647,2147483647,2147483647,2147483647,,,,,,,0,,,,,

0,0,0,0,,,,,,,0,,,,,

0,0,0,0,,,,,,,0,,,,,

0,0,0,0,,,,,,,0,,,,,

0,0,0,0,,,,,,,0,,,,,

0,0,0,0,,,,,,,0,,,,,

0,0,0,0,,,,,,,0,,,,,

0,0,0,0,,,,,,,0,,,,,

2147483647,2147483647,2147483647,2147483647,,,,,,,0,,,,,

0,0,0,0,,,,,,,0,,,,,

2147483647,2147483647,2147483647,2147483647,,,,,,,0,,,,,

0,0,0,0,,,,,,,0,,,,,

2147483647,2147483647,2147483647,2147483647,,,,,,,0,,,,,

0,0,0,0,,,,,,,0,,,,,

2147483647,2147483647,2147483647,2147483647,,,,,,,0,,,,,

0,0,0,0,,,,,,,0,,,,,

0,0,0,0,,,,,,,0,,,,,

4294967295,4294967295,3435973836,3435973836,,,,,,,0,,,,,

0,0,0,0,,,,,,,0,,,,,

